transaction_id,date,city,branch,shop_name,product_id,product_category,unit_price,qty,total_revenue,profit_margin
CUS5151,03/04/2023,Chicago,Madison Street,Park Roaste,SND001,Sandwiches ,3,1,3,1.05
CUS5152,10/02/2022,Chicago,Madison Street,Park Brew,CLD001,Desserts,4.5,2,9,3.15
CUS5153,22/06/2022,Austin,Central Park,Delight Caf‚,COF001,Sandwiches ,3,2,6,2.1
CUS5154,31/07/2023,Austin,Central Park,Delight Caf‚,TEA001,Coffee Beverages,4,1,4,1.4
CUS5155,18/08/2021,Austin,Central Park,Delight Caf‚,SND001,Tea Beverages,2.5,1,2.5,0.875
CUS5156,22/04/2021,New York,Central Park,C P Coffee ,SPC001,Desserts,2.5,1,2.5,0.875
CUS5157,08/09/2023,Los Angeles,Hollywood Hills,Hills Cafe,COF001,Sandwiches ,3,2,6,2.1
CUS5158,31/10/2023,New York,Central Park,TSQ Brew,SKT001,Tea Beverages,3.75,1,3.75,1.3125
CUS5159,06/12/2023,Chicago,Madison Street,Park Brew,COF001,Tea Beverages,3,1,3,1.05
CUS5160,29/08/2021,Seattle,Capitol Hill,Brew Cafe,SKT001,Tea Beverages,3.5,1,3.5,1.225
CUS5161,08/05/2021,New York,Central Park,C P Coffee ,SKT001,Snacks,2.5,1,2.5,0.875
CUS5162,11/09/2022,Chicago,Madison Street,Park Roaste,SND001,Cold Drinks,2.2,2,4.4,1.54
CUS5163,30/03/2023,Los Angeles,Venice Beach,Coffee House,CLD001,Desserts,3.75,1,3.75,1.3125
CUS5164,24/10/2023,Austin,Zilker Park,Lakeside Brew ,TEA001,Sandwiches ,2.5,1,2.5,0.875
CUS5165,14/10/2022,Austin,Central Park,Delight Caf‚,SKT001,Specialty Drinks,3.75,1,3.75,1.3125
CUS5166,18/10/2023,Chicago,Madison Street,Park Brew,COF001,Desserts,3,1,3,1.05
CUS5167,17/03/2022,New York,Brooklyn,Beanery,COF001,Coffee Beverages,2.5,1,2.5,0.875
CUS5168,30/05/2023,Los Angeles,Venice Beach,Coffee House,SKT001,Sandwiches ,2.5,2,5,1.75
CUS5169,29/10/2021,Seattle,Pike Place,Perk Caf‚,SKT001,Sandwiches ,3.1,1,3.1,1.085
CUS5170,03/03/2023,New York,Brooklyn,Sip & Savor,SKT001,Cold Drinks,3,2,6,2.1
CUS5171,02/11/2023,Austin,Zilker Park,Lakeside Brew ,SKT001,Specialty Drinks,3.5,2,7,2.45
CUS5172,23/08/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Cold Drinks,2.5,2,5,1.75
CUS5173,06/11/2022,Los Angeles,Capitol Hill,Espresso,SND001,Tea Beverages,4.5,1,4.5,1.575
CUS5174,05/02/2021,New York,Brooklyn,Beanery,DES001,Sandwiches ,3,1,3,1.05
CUS5175,29/07/2023,Chicago,Madison Street,Park Roaste,DES001,Snacks,4.25,1,4.25,1.4875
CUS5176,14/08/2022,Los Angeles,Venice Beach,Beach Cafe,DES001,Desserts,2.5,2,5,1.75
CUS5177,02/12/2021,Seattle,Capitol Hill,Brew Cafe,SKT001,Sandwiches ,3,1,3,1.05
CUS5178,14/08/2022,New York,Brooklyn,Sip & Savor,TEA001,Specialty Drinks,2.55,1,2.55,0.8925
CUS5179,22/04/2021,Austin,Central Park,Delight Caf‚,SND001,Desserts,4,1,4,1.4
CUS5180,03/01/2021,New York,Brooklyn,Sip & Savor,TEA001,Coffee Beverages,2.5,2,5,1.75
CUS5181,19/03/2021,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Coffee Beverages,3.75,2,7.5,2.625
CUS5182,18/01/2022,Los Angeles,Venice Beach,Beach Cafe,DES001,Desserts,0.8,1,0.8,0.28
CUS5183,18/11/2023,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Snacks,2.5,1,2.5,0.875
CUS5184,18/08/2022,New York,Central Park,TSQ Brew,CLD001,Snacks,2.2,1,2.2,0.77
CUS5185,26/10/2022,Austin,Central Park,Delight Caf‚,SKT001,Desserts,3,1,3,1.05
CUS5186,20/09/2023,Austin,Central Park,Delight Caf‚,CLD001,Tea Beverages,2.2,1,2.2,0.77
CUS5187,29/12/2023,New York,Central Park,TSQ Brew,COF001,Coffee Beverages,3.75,2,7.5,2.625
CUS5188,07/09/2021,New York,Central Park,C P Coffee ,SPC001,Sandwiches ,3.5,2,7,2.45
CUS5189,10/06/2021,New York,Brooklyn,Sip & Savor,COF001,Specialty Drinks,4.25,2,8.5,2.975
CUS5190,15/12/2021,Seattle,Capitol Hill,Brew Cafe,CLD001,Sandwiches ,0.8,1,0.8,0.28
CUS5191,30/08/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Desserts,3,1,3,1.05
CUS5192,08/12/2023,New York,Brooklyn,Beanery,SKT001,Sandwiches ,4.25,2,8.5,2.975
CUS5193,22/05/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Tea Beverages,0.8,4,3.2,1.12
CUS5194,19/04/2023,Chicago,Madison Street,Park Roaste,TEA001,Tea Beverages,3.5,1,3.5,1.225
CUS5195,11/09/2022,Los Angeles,Venice Beach,Beach Cafe,SKT001,Sandwiches ,3,1,3,1.05
CUS5196,04/03/2021,Austin,Zilker Park,Lakeside Brew ,SND001,Desserts,3,1,3,1.05
CUS5197,22/07/2021,Los Angeles,Capitol Hill,Espresso,SND001,Specialty Drinks,3.5,2,7,2.45
CUS5198,13/10/2021,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Specialty Drinks,3.5,2,7,2.45
CUS5199,14/07/2023,New York,Brooklyn,Beanery,DES001,Tea Beverages,2.5,1,2.5,0.875
CUS5200,12/07/2022,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Cold Drinks,3.75,1,3.75,1.3125
CUS5201,07/06/2021,Austin,Central Park,Delight Caf‚,COF001,Snacks,4.25,1,4.25,1.4875
CUS5202,18/09/2023,Austin,Central Park,Suburban Sip Spot,COF001,Sandwiches ,2.5,1,2.5,0.875
CUS5203,24/12/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Sandwiches ,3,2,6,2.1
CUS5204,11/03/2022,Chicago,Madison Street,Park Roaste,DES001,Coffee Beverages,2.45,1,2.45,0.8575
CUS5205,17/01/2023,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Cold Drinks,2,1,2,0.7
CUS5206,01/11/2022,New York,Brooklyn,Sip & Savor,CLD001,Specialty Drinks,2.5,2,5,1.75
CUS5207,08/02/2021,New York,Brooklyn,Beanery,DES001,Snacks,3,2,6,2.1
CUS5208,01/01/2022,New York,Central Park,TSQ Brew,DES001,Sandwiches ,2.55,1,2.55,0.8925
CUS5209,14/08/2022,Seattle,Pike Place,Perk Caf‚,SPC001,Coffee Beverages,3.5,2,7,2.45
CUS5210,12/02/2021,New York,Brooklyn,Beanery,SND001,Cold Drinks,2.5,1,2.5,0.875
CUS5211,24/09/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Coffee Beverages,3.25,2,6.5,2.275
CUS5212,22/01/2023,New York,Central Park,TSQ Brew,SKT001,Coffee Beverages,2.5,1,2.5,0.875
CUS5213,28/09/2022,Seattle,Pike Place,Perk Caf‚,SND001,Tea Beverages,3,2,6,2.1
CUS5214,11/05/2021,Chicago,Madison Street,Park Brew,DES001,Tea Beverages,2.5,2,5,1.75
CUS5215,18/10/2021,Seattle,Pike Place,Perk Caf‚,SPC001,Cold Drinks,2.5,1,2.5,0.875
CUS5216,16/11/2021,New York,Brooklyn,Beanery,TEA001,Specialty Drinks,3,2,6,2.1
CUS5217,16/12/2022,Los Angeles,Venice Beach,Coffee House,SKT001,Sandwiches ,4.25,1,4.25,1.4875
CUS5218,11/09/2023,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Snacks,2.2,1,2.2,0.77
CUS5219,03/12/2021,Los Angeles,Capitol Hill,Espresso,SPC001,Coffee Beverages,3.25,1,3.25,1.1375
CUS5220,01/03/2022,Seattle,Capitol Hill,Brew Cafe,SND001,Coffee Beverages,3,2,6,2.1
CUS5221,19/01/2023,Los Angeles,Venice Beach,Coffee House,COF001,Cold Drinks,2.5,1,2.5,0.875
CUS5222,16/05/2022,Seattle,Capitol Hill,Brew Cafe,DES001,Cold Drinks,3,1,3,1.05
CUS5223,19/09/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Snacks,0.8,1,0.8,0.28
CUS5224,07/10/2023,New York,Central Park,C P Coffee ,TEA001,Tea Beverages,3,1,3,1.05
CUS5225,24/05/2023,New York,Central Park,C P Coffee ,DES001,Specialty Drinks,3,1,3,1.05
CUS5226,15/03/2021,Chicago,Madison Street,Park Brew,TEA001,Specialty Drinks,4.75,2,9.5,3.325
CUS5227,26/10/2021,Austin,Zilker Park,Lakeside Brew ,SKT001,Specialty Drinks,3.5,2,7,2.45
CUS5228,31/03/2023,New York,Central Park,TSQ Brew,SKT001,Specialty Drinks,3.25,2,6.5,2.275
CUS5229,14/05/2023,New York,Brooklyn,Beanery,DES001,Sandwiches ,10.95,1,10.95,3.8325
CUS5230,13/12/2021,New York,Central Park,TSQ Brew,COF001,Specialty Drinks,3.5,1,3.5,1.225
CUS5231,01/05/2023,New York,Central Park,C P Coffee ,SKT001,Tea Beverages,2.5,1,2.5,0.875
CUS5232,16/10/2023,Austin,Zilker Park,Lakeside Brew ,COF001,Tea Beverages,2.55,2,5.1,1.785
CUS5233,11/11/2023,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Snacks,3,1,3,1.05
CUS5234,29/10/2022,Los Angeles,Venice Beach,Beach Cafe,SKT001,Cold Drinks,4.5,1,4.5,1.575
CUS5235,31/12/2021,Chicago,Madison Street,Park Roaste,SPC001,Desserts,3.1,1,3.1,1.085
CUS5236,03/04/2022,Los Angeles,Capitol Hill,Espresso,DES001,Coffee Beverages,3,2,6,2.1
CUS5237,19/02/2022,Austin,Central Park,Suburban Sip Spot,CLD001,Desserts,4.75,2,9.5,3.325
CUS5238,14/03/2021,Austin,Central Park,Suburban Sip Spot,TEA001,Tea Beverages,3.5,1,3.5,1.225
CUS5239,11/11/2022,Los Angeles,Venice Beach,Beach Cafe,SKT001,Specialty Drinks,3.75,2,7.5,2.625
CUS5240,20/10/2023,Los Angeles,Capitol Hill,Espresso,CLD001,Snacks,0.8,2,1.6,0.56
CUS5241,25/05/2023,Austin,Central Park,Suburban Sip Spot,SKT001,Snacks,2.5,2,5,1.75
CUS5242,03/07/2021,Austin,Zilker Park,Lakeside Brew ,SPC001,Desserts,2.5,2,5,1.75
CUS5243,13/04/2022,New York,Brooklyn,Sip & Savor,SKT001,Coffee Beverages,2.5,2,5,1.75
CUS5244,27/04/2022,Los Angeles,Capitol Hill,Espresso,COF001,Tea Beverages,2,2,4,1.4
CUS5245,26/10/2022,New York,Central Park,C P Coffee ,SKT001,Tea Beverages,3.1,2,6.2,2.17
CUS5246,01/10/2023,Chicago,Madison Street,Park Roaste,TEA001,Snacks,2.5,1,2.5,0.875
CUS5247,03/03/2021,Seattle,Pike Place,Perk Caf‚,SKT001,Cold Drinks,2.5,1,2.5,0.875
CUS5248,11/02/2022,Los Angeles,Venice Beach,Beach Cafe,TEA001,Snacks,3.5,2,7,2.45
CUS5249,31/12/2022,Seattle,Capitol Hill,Brew Cafe,COF001,Cold Drinks,3,2,6,2.1
CUS5250,06/05/2023,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Desserts,3.75,2,7.5,2.625
CUS5251,07/08/2022,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Tea Beverages,3,1,3,1.05
CUS5252,02/02/2022,Seattle,Pike Place,Perk Caf‚,SPC001,Coffee Beverages,0.8,1,0.8,0.28
CUS5253,03/02/2021,Chicago,Madison Street,Park Roaste,SND001,Desserts,2.5,1,2.5,0.875
CUS5254,14/06/2023,Los Angeles,Capitol Hill,Espresso,CLD001,Desserts,2.5,1,2.5,0.875
CUS5255,26/02/2023,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Cold Drinks,3.75,1,3.75,1.3125
CUS5256,09/11/2022,New York,Brooklyn,Beanery,DES001,Cold Drinks,3.1,1,3.1,1.085
CUS5257,21/12/2023,Los Angeles,Venice Beach,Coffee House,SKT001,Coffee Beverages,3,1,3,1.05
CUS5258,13/05/2023,New York,Brooklyn,Sip & Savor,COF001,Coffee Beverages,3,2,6,2.1
CUS5259,21/09/2021,Los Angeles,Venice Beach,Beach Cafe,SND001,Sandwiches ,3,1,3,1.05
CUS5260,07/03/2023,New York,Central Park,C P Coffee ,COF001,Cold Drinks,3,1,3,1.05
CUS5261,02/01/2023,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Desserts,3.75,2,7.5,2.625
CUS5262,05/02/2023,Austin,Central Park,Delight Caf‚,SND001,Tea Beverages,2.5,1,2.5,0.875
CUS5263,23/03/2022,New York,Brooklyn,Beanery,SND001,Snacks,4,2,8,2.8
CUS5264,10/09/2021,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Sandwiches ,2.5,1,2.5,0.875
CUS5265,27/03/2021,Austin,Zilker Park,Lakeside Brew ,TEA001,Tea Beverages,2.5,1,2.5,0.875
CUS5266,06/05/2023,Austin,Zilker Park,Lakeside Brew ,SPC001,Coffee Beverages,3.75,2,7.5,2.625
CUS5267,14/03/2022,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Specialty Drinks,2.45,1,2.45,0.8575
CUS5268,06/03/2021,Los Angeles,Venice Beach,Coffee House,COF001,Cold Drinks,2.55,2,5.1,1.785
CUS5269,18/06/2023,New York,Brooklyn,Sip & Savor,SND001,Coffee Beverages,3.1,1,3.1,1.085
CUS5270,13/12/2022,New York,Central Park,C P Coffee ,TEA001,Desserts,3,1,3,1.05
CUS5271,21/08/2022,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Sandwiches ,3.5,2,7,2.45
CUS5272,11/03/2021,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Tea Beverages,3,2,6,2.1
CUS5273,09/03/2022,Seattle,Pike Place,Perk Caf‚,SPC001,Specialty Drinks,2.5,2,5,1.75
CUS5274,11/06/2023,Seattle,Capitol Hill,Brew Cafe,COF001,Snacks,2.55,1,2.55,0.8925
CUS5275,10/03/2021,Chicago,Madison Street,Park Roaste,SND001,Coffee Beverages,3.5,1,3.5,1.225
CUS5276,19/11/2021,Seattle,Pike Place,Perk Caf‚,TEA001,Tea Beverages,2.5,1,2.5,0.875
CUS5277,10/03/2021,Los Angeles,Hollywood Hills,Hills Cafe,COF001,Cold Drinks,3.75,1,3.75,1.3125
CUS5278,07/03/2022,Los Angeles,Venice Beach,Coffee House,DES001,Sandwiches ,2.5,2,5,1.75
CUS5279,24/12/2023,New York,Central Park,C P Coffee ,COF001,Snacks,3.75,1,3.75,1.3125
CUS5280,06/05/2022,Chicago,Madison Street,Park Brew,CLD001,Snacks,2,1,2,0.7
CUS5281,14/12/2021,Austin,Central Park,Delight Caf‚,CLD001,Tea Beverages,3.75,2,7.5,2.625
CUS5282,13/12/2022,New York,Brooklyn,Sip & Savor,COF001,Desserts,0.8,2,1.6,0.56
CUS5283,03/09/2021,New York,Brooklyn,Sip & Savor,CLD001,Coffee Beverages,2.5,1,2.5,0.875
CUS5284,28/02/2021,New York,Brooklyn,Beanery,DES001,Tea Beverages,4.25,2,8.5,2.975
CUS5285,30/04/2022,Austin,Central Park,Delight Caf‚,TEA001,Specialty Drinks,0.8,2,1.6,0.56
CUS5286,29/10/2021,Chicago,Madison Street,Park Brew,SPC001,Cold Drinks,4.5,1,4.5,1.575
CUS5287,28/05/2023,Seattle,Capitol Hill,Brew Cafe,SND001,Sandwiches ,13.33,1,13.33,4.6655
CUS5288,06/02/2021,New York,Central Park,TSQ Brew,TEA001,Tea Beverages,3.75,1,3.75,1.3125
CUS5289,07/07/2022,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Desserts,2,1,2,0.7
CUS5290,10/04/2023,Seattle,Pike Place,Perk Caf‚,SKT001,Desserts,3,1,3,1.05
CUS5291,22/04/2022,Seattle,Pike Place,Perk Caf‚,SND001,Coffee Beverages,3.1,1,3.1,1.085
CUS5292,19/08/2023,New York,Brooklyn,Sip & Savor,DES001,Snacks,2.5,1,2.5,0.875
CUS5293,17/11/2021,Los Angeles,Venice Beach,Coffee House,CLD001,Specialty Drinks,3.5,1,3.5,1.225
CUS5294,03/01/2021,Austin,Central Park,Suburban Sip Spot,SKT001,Desserts,3.75,1,3.75,1.3125
CUS5295,25/07/2022,Seattle,Capitol Hill,Brew Cafe,SKT001,Sandwiches ,3.5,1,3.5,1.225
CUS5296,06/01/2021,New York,Central Park,C P Coffee ,COF001,Snacks,2.5,1,2.5,0.875
CUS5297,23/01/2021,Los Angeles,Venice Beach,Beach Cafe,DES001,Snacks,3.5,2,7,2.45
CUS5298,23/01/2022,Los Angeles,Venice Beach,Coffee House,DES001,Snacks,2,1,2,0.7
CUS5299,25/11/2023,Chicago,Madison Street,Park Brew,SPC001,Specialty Drinks,4.75,1,4.75,1.6625
CUS5300,16/10/2023,Seattle,Pike Place,Perk Caf‚,SKT001,Specialty Drinks,4,2,8,2.8
CUS5301,09/09/2021,New York,Brooklyn,Sip & Savor,SPC001,Specialty Drinks,3.75,2,7.5,2.625
CUS5302,15/07/2021,Chicago,Madison Street,Park Roaste,SKT001,Snacks,3,1,3,1.05
CUS5303,24/08/2023,New York,Central Park,C P Coffee ,SKT001,Snacks,3.25,1,3.25,1.1375
CUS5304,17/01/2021,Austin,Zilker Park,Lakeside Brew ,SND001,Specialty Drinks,3.5,2,7,2.45
CUS5305,10/02/2021,Chicago,Madison Street,Park Brew,DES001,Cold Drinks,4.5,2,9,3.15
CUS5306,19/04/2023,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Tea Beverages,2.5,2,5,1.75
CUS5307,24/03/2021,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Cold Drinks,2.45,1,2.45,0.8575
CUS5308,18/12/2022,New York,Brooklyn,Beanery,CLD001,Coffee Beverages,3,1,3,1.05
CUS5309,24/02/2022,Austin,Zilker Park,Lakeside Brew ,SKT001,Sandwiches ,2,1,2,0.7
CUS5310,23/11/2023,Chicago,Madison Street,Park Roaste,SND001,Snacks,3.75,1,3.75,1.3125
CUS5311,27/02/2022,Los Angeles,Venice Beach,Coffee House,SPC001,Desserts,2.5,2,5,1.75
CUS5312,12/11/2023,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Coffee Beverages,2.5,1,2.5,0.875
CUS5313,12/06/2023,Seattle,Capitol Hill,Brew Cafe,SPC001,Desserts,3,2,6,2.1
CUS5314,31/01/2023,New York,Central Park,C P Coffee ,CLD001,Cold Drinks,3,1,3,1.05
CUS5315,24/06/2022,New York,Central Park,TSQ Brew,DES001,Snacks,3.75,1,3.75,1.3125
CUS5316,29/10/2021,Austin,Zilker Park,Lakeside Brew ,SKT001,Cold Drinks,3.5,2,7,2.45
CUS5317,30/04/2021,Los Angeles,Venice Beach,Beach Cafe,CLD001,Coffee Beverages,2,2,4,1.4
CUS5318,05/04/2021,New York,Brooklyn,Sip & Savor,SND001,Snacks,8.95,1,8.95,3.1325
CUS5319,16/03/2023,Austin,Central Park,Suburban Sip Spot,COF001,Specialty Drinks,3,1,3,1.05
CUS5320,14/05/2022,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Tea Beverages,2.5,2,5,1.75
CUS5321,07/09/2021,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Cold Drinks,2.5,2,5,1.75
CUS5322,29/05/2022,Austin,Central Park,Delight Caf‚,CLD001,Coffee Beverages,4,1,4,1.4
CUS5323,13/11/2022,Chicago,Madison Street,Park Roaste,TEA001,Cold Drinks,4.5,2,9,3.15
CUS5324,07/01/2022,Austin,Central Park,Suburban Sip Spot,TEA001,Specialty Drinks,8.95,1,8.95,3.1325
CUS5325,14/12/2022,Seattle,Capitol Hill,Brew Cafe,SND001,Tea Beverages,3,1,3,1.05
CUS5326,09/09/2021,Austin,Central Park,Suburban Sip Spot,SND001,Coffee Beverages,3,2,6,2.1
CUS5327,11/11/2021,Los Angeles,Venice Beach,Coffee House,CLD001,Tea Beverages,2.5,1,2.5,0.875
CUS5328,07/01/2023,New York,Brooklyn,Sip & Savor,COF001,Tea Beverages,3,1,3,1.05
CUS5329,12/07/2022,Seattle,Capitol Hill,Brew Cafe,SPC001,Tea Beverages,18,1,18,6.3
CUS5330,05/04/2022,New York,Central Park,C P Coffee ,TEA001,Tea Beverages,2.5,1,2.5,0.875
CUS5331,26/04/2021,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Snacks,3,1,3,1.05
CUS5332,09/11/2021,Los Angeles,Venice Beach,Beach Cafe,COF001,Tea Beverages,2.5,1,2.5,0.875
CUS5333,02/10/2021,Los Angeles,Venice Beach,Coffee House,CLD001,Snacks,2.5,2,5,1.75
CUS5334,02/02/2023,Austin,Central Park,Suburban Sip Spot,DES001,Desserts,3.75,2,7.5,2.625
CUS5335,26/07/2021,Los Angeles,Venice Beach,Beach Cafe,DES001,Sandwiches ,3,1,3,1.05
CUS5336,20/01/2021,New York,Brooklyn,Sip & Savor,COF001,Snacks,3.75,2,7.5,2.625
CUS5337,09/05/2022,Los Angeles,Venice Beach,Beach Cafe,SPC001,Specialty Drinks,4.25,1,4.25,1.4875
CUS5338,09/04/2021,Chicago,Madison Street,Park Brew,SND001,Tea Beverages,2.45,1,2.45,0.8575
CUS5339,09/01/2021,New York,Brooklyn,Beanery,SKT001,Sandwiches ,2,1,2,0.7
CUS5340,12/06/2023,Chicago,Madison Street,Park Brew,TEA001,Sandwiches ,2.55,1,2.55,0.8925
CUS5341,27/08/2021,Austin,Central Park,Delight Caf‚,SPC001,Sandwiches ,3.5,1,3.5,1.225
CUS5342,19/03/2021,Seattle,Capitol Hill,Brew Cafe,SND001,Specialty Drinks,3.75,2,7.5,2.625
CUS5343,24/02/2022,Chicago,Madison Street,Park Brew,SKT001,Specialty Drinks,2.5,2,5,1.75
CUS5344,08/10/2023,Chicago,Madison Street,Park Brew,DES001,Tea Beverages,2.5,2,5,1.75
CUS5345,19/08/2022,Chicago,Madison Street,Park Brew,SND001,Specialty Drinks,3,2,6,2.1
CUS5346,12/07/2021,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Coffee Beverages,3,2,6,2.1
CUS5347,28/04/2021,New York,Brooklyn,Beanery,COF001,Snacks,2.5,2,5,1.75
CUS5348,13/07/2023,Los Angeles,Venice Beach,Beach Cafe,SND001,Tea Beverages,3,2,6,2.1
CUS5349,29/04/2021,New York,Brooklyn,Sip & Savor,CLD001,Cold Drinks,2.5,2,5,1.75
CUS5350,03/11/2021,Los Angeles,Capitol Hill,Espresso,SKT001,Coffee Beverages,2.5,2,5,1.75
CUS5351,02/04/2023,Austin,Central Park,Delight Caf‚,CLD001,Desserts,2.5,1,2.5,0.875
CUS5352,20/09/2022,Seattle,Capitol Hill,Brew Cafe,COF001,Tea Beverages,3,1,3,1.05
CUS5353,14/06/2022,New York,Brooklyn,Sip & Savor,COF001,Coffee Beverages,2.5,1,2.5,0.875
CUS5354,11/05/2022,New York,Central Park,TSQ Brew,DES001,Tea Beverages,3.75,1,3.75,1.3125
CUS5355,19/11/2023,New York,Central Park,C P Coffee ,SPC001,Desserts,0.8,1,0.8,0.28
CUS5356,20/06/2023,New York,Central Park,TSQ Brew,DES001,Desserts,2.5,1,2.5,0.875
CUS5357,15/12/2021,Chicago,Madison Street,Park Roaste,SKT001,Desserts,3,1,3,1.05
CUS5358,03/05/2022,New York,Brooklyn,Sip & Savor,SKT001,Cold Drinks,15,1,15,5.25
CUS5359,01/09/2022,Los Angeles,Venice Beach,Coffee House,COF001,Sandwiches ,2.5,2,5,1.75
CUS5360,29/04/2023,Seattle,Capitol Hill,Brew Cafe,SKT001,Sandwiches ,4.75,2,9.5,3.325
CUS5361,05/06/2023,Los Angeles,Venice Beach,Beach Cafe,SKT001,Specialty Drinks,3,1,3,1.05
CUS5362,16/12/2021,New York,Central Park,TSQ Brew,COF001,Sandwiches ,3,2,6,2.1
CUS5363,11/12/2022,Austin,Zilker Park,Lakeside Brew ,DES001,Coffee Beverages,0.8,2,1.6,0.56
CUS5364,28/12/2022,Austin,Central Park,Delight Caf‚,SPC001,Desserts,2.5,2,5,1.75
CUS5365,27/10/2022,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Coffee Beverages,3.75,1,3.75,1.3125
CUS5366,08/09/2023,Chicago,Madison Street,Park Brew,SND001,Snacks,2.5,2,5,1.75
CUS5367,01/06/2021,Los Angeles,Capitol Hill,Espresso,SPC001,Specialty Drinks,2.45,2,4.9,1.715
CUS5368,21/06/2022,Austin,Central Park,Suburban Sip Spot,DES001,Tea Beverages,3.75,2,7.5,2.625
CUS5369,21/12/2023,Chicago,Madison Street,Park Roaste,SPC001,Desserts,4.5,1,4.5,1.575
CUS5370,28/08/2023,Austin,Zilker Park,Lakeside Brew ,SND001,Coffee Beverages,3,1,3,1.05
CUS5371,21/07/2022,New York,Central Park,TSQ Brew,SKT001,Cold Drinks,3,2,6,2.1
CUS5372,24/09/2022,Los Angeles,Venice Beach,Beach Cafe,SPC001,Specialty Drinks,2.5,2,5,1.75
CUS5373,02/06/2021,New York,Brooklyn,Sip & Savor,COF001,Cold Drinks,4.25,2,8.5,2.975
CUS5374,05/08/2023,Los Angeles,Venice Beach,Coffee House,COF001,Coffee Beverages,0.8,2,1.6,0.56
CUS5375,24/07/2021,Austin,Zilker Park,Lakeside Brew ,CLD001,Cold Drinks,3.5,1,3.5,1.225
CUS5376,01/04/2022,Austin,Zilker Park,Lakeside Brew ,SPC001,Cold Drinks,3.5,2,7,2.45
CUS5377,08/09/2021,Los Angeles,Capitol Hill,Espresso,SKT001,Sandwiches ,3.5,2,7,2.45
CUS5378,13/05/2021,Austin,Central Park,Suburban Sip Spot,SKT001,Cold Drinks,2,1,2,0.7
CUS5379,26/08/2022,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Desserts,3.25,2,6.5,2.275
CUS5380,29/04/2021,Los Angeles,Venice Beach,Coffee House,CLD001,Desserts,2.5,2,5,1.75
CUS5381,11/03/2021,New York,Brooklyn,Beanery,SKT001,Tea Beverages,3.75,1,3.75,1.3125
CUS5382,06/11/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Tea Beverages,0.8,4,3.2,1.12
CUS5383,16/11/2023,Los Angeles,Venice Beach,Beach Cafe,SPC001,Coffee Beverages,3,2,6,2.1
CUS5384,17/10/2023,Chicago,Madison Street,Park Roaste,SKT001,Sandwiches ,3.75,1,3.75,1.3125
CUS5385,21/08/2021,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Tea Beverages,3.25,2,6.5,2.275
CUS5386,28/10/2022,New York,Brooklyn,Sip & Savor,SPC001,Coffee Beverages,3,1,3,1.05
CUS5387,08/06/2023,Seattle,Pike Place,Perk Caf‚,COF001,Tea Beverages,10,1,10,3.5
CUS5388,11/01/2023,Los Angeles,Venice Beach,Coffee House,SKT001,Coffee Beverages,3,1,3,1.05
CUS5389,04/07/2023,Los Angeles,Capitol Hill,Espresso,SKT001,Sandwiches ,14,1,14,4.9
CUS5390,21/02/2022,Los Angeles,Hollywood Hills,Hills Cafe,CLD001,Cold Drinks,3,1,3,1.05
CUS5391,07/04/2021,Chicago,Madison Street,Park Roaste,COF001,Tea Beverages,2,1,2,0.7
CUS5392,09/05/2022,Los Angeles,Venice Beach,Beach Cafe,SKT001,Sandwiches ,2.5,2,5,1.75
CUS5393,08/10/2023,Chicago,Madison Street,Park Brew,TEA001,Tea Beverages,8.95,1,8.95,3.1325
